name,href,page,physical_damage,min_physical_damage,max_physical_damage,avg_physical_damage,critical_hit_chance,attacks_per_second,requirements,required_level,required_dex,implicit
Runemastered Sombre Gloves,Runemastered_Sombre_Gloves,Gloves_int,,,,,,,"Level 39 , 49 Int",39,,
Runemastered Stitched Gloves,Runemastered_Stitched_Gloves,Gloves_int,,,,,,,"Level 38 , 48 Int",38,,
Runemastered Jewelled Gloves,Runemastered_Jewelled_Gloves,Gloves_int,,,,,,,"Level 38 , 48 Int",38,,
Runemastered Intricate Gloves,Runemastered_Intricate_Gloves,Gloves_int,,,,,,,"Level 55 , 68 Int",55,,
Runemastered Pauascale Gloves,Runemastered_Pauascale_Gloves,Gloves_int,,,,,,,"Level 55 , 68 Int",55,,
Runemastered Embroidered Gloves,Runemastered_Embroidered_Gloves,Gloves_int,,,,,,,"Level 52 , 64 Int",52,,
Ringmail Gauntlets,Ringmail_Gauntlets,Gloves_str_dex,,,,,,,"Level 6 , 6 Str , 6 Dex",6,6,
Layered Gauntlets,Layered_Gauntlets,Gloves_str_dex,,,,,,,"Level 16 , 13 Str , 13 Dex",16,13,
Doubled Gauntlets,Doubled_Gauntlets,Gloves_str_dex,,,,,,,"Level 33 , 24 Str , 24 Dex",33,24,
Plate Gauntlets,Plate_Gauntlets,Gloves_str_dex,,,,,,,"Level 45 , 32 Str , 32 Dex",45,32,
Burnished Gauntlets,Burnished_Gauntlets,Gloves_str_dex,,,,,,,"Level 52 , 36 Str , 36 Dex",52,36,
Ornate Gauntlets,Ornate_Gauntlets,Gloves_str_dex,,,,,,,"Level 65 , 44 Str , 44 Dex",65,44,
Ancient Gauntlets,Ancient_Gauntlets,Gloves_str_dex,,,,,,,"Level 70 , 52 Str , 52 Dex",70,52,
Ironmail Gauntlets,Ironmail_Gauntlets,Gloves_str_dex,,,,,,,"Level 45 , 32 Str , 32 Dex",45,32,
Captain Gauntlets,Captain_Gauntlets,Gloves_str_dex,,,,,,,"Level 51 , 35 Str , 35 Dex",51,35,
Zealot Gauntlets,Zealot_Gauntlets,Gloves_str_dex,,,,,,,"Level 59 , 41 Str , 41 Dex",59,41,
Steelmail Gauntlets,Steelmail_Gauntlets,Gloves_str_dex,,,,,,,"Level 65 , 44 Str , 44 Dex",65,44,
Commander Gauntlets,Commander_Gauntlets,Gloves_str_dex,,,,,,,"Level 70 , 48 Str , 48 Dex",70,48,
Cultist Gauntlets,Cultist_Gauntlets,Gloves_str_dex,,,,,,,"Level 75 , 52 Str , 52 Dex",75,52,
Blacksteel Gauntlets,Blacksteel_Gauntlets,Gloves_str_dex,,,,,,,"Level 80 , 55 Str , 55 Dex",80,55,
Runeforged Ringmail Gauntlets,Runeforged_Ringmail_Gauntlets,Gloves_str_dex,,,,,,,"Level 6 , 6 Str , 6 Dex",6,6,
Runeforged Layered Gauntlets,Runeforged_Layered_Gauntlets,Gloves_str_dex,,,,,,,"Level 16 , 13 Str , 13 Dex",16,13,
Runeforged Doubled Gauntlets,Runeforged_Doubled_Gauntlets,Gloves_str_dex,,,,,,,"Level 33 , 24 Str , 24 Dex",33,24,
Runeforged Plate Gauntlets,Runeforged_Plate_Gauntlets,Gloves_str_dex,,,,,,,"Level 45 , 32 Str , 32 Dex",45,32,
Runeforged Zealot Gauntlets,Runeforged_Zealot_Gauntlets,Gloves_str_dex,,,,,,,"Level 59 , 41 Str , 41 Dex",59,41,
Runeforged Steelmail Gauntlets,Runeforged_Steelmail_Gauntlets,Gloves_str_dex,,,,,,,"Level 65 , 44 Str , 44 Dex",65,44,
Runeforged Commander Gauntlets,Runeforged_Commander_Gauntlets,Gloves_str_dex,,,,,,,"Level 70 , 48 Str , 48 Dex",70,48,
Runeforged Cultist Gauntlets,Runeforged_Cultist_Gauntlets,Gloves_str_dex,,,,,,,"Level 75 , 52 Str , 52 Dex",75,52,
Runeforged Blacksteel Gauntlets,Runeforged_Blacksteel_Gauntlets,Gloves_str_dex,,,,,,,"Level 80 , 55 Str , 55 Dex",80,55,
Runemastered Ringmail Gauntlets,Runemastered_Ringmail_Gauntlets,Gloves_str_dex,,,,,,,"Level 38 , 27 Str , 27 Dex",38,27,
Runemastered Layered Gauntlets,Runemastered_Layered_Gauntlets,Gloves_str_dex,,,,,,,"Level 38 , 27 Str , 27 Dex",38,27,
Runemastered Doubled Gauntlets,Runemastered_Doubled_Gauntlets,Gloves_str_dex,,,,,,,"Level 55 , 38 Str , 38 Dex",55,38,
Runemastered Plate Gauntlets,Runemastered_Plate_Gauntlets,Gloves_str_dex,,,,,,,"Level 55 , 38 Str , 38 Dex",55,38,
Runemastered Burnished Gauntlets,Runemastered_Burnished_Gauntlets,Gloves_str_dex,,,,,,,"Level 52 , 36 Str , 36 Dex",52,36,
Rope Cuffs,Rope_Cuffs,Gloves_str_int,,,,,,,"Level 5 , 6 Str , 6 Int",5,,
Aged Cuffs,Aged_Cuffs,Gloves_str_int,,,,,,,"Level 16 , 13 Str , 13 Int",16,,
Goldcast Cuffs,Goldcast_Cuffs,Gloves_str_int,,,,,,,"Level 33 , 24 Str , 24 Int",33,,
Kalguuran Cuffs,Kalguuran_Cuffs,Gloves_str_int,,,,,,,"Level 45 , 32 Str , 32 Int",45,,
Righteous Cuffs,Righteous_Cuffs,Gloves_str_int,,,,,,,"Level 52 , 36 Str , 36 Int",52,,
Signet Cuffs,Signet_Cuffs,Gloves_str_int,,,,,,,"Level 65 , 44 Str , 44 Int",65,,
Braided Cuffs,Braided_Cuffs,Gloves_str_int,,,,,,,"Level 45 , 32 Str , 32 Int",45,,
Heirloom Cuffs,Heirloom_Cuffs,Gloves_str_int,,,,,,,"Level 51 , 35 Str , 35 Int",51,,
Ornate Cuffs,Ornate_Cuffs,Gloves_str_int,,,,,,,"Level 59 , 41 Str , 41 Int",59,,
Bound Cuffs,Bound_Cuffs,Gloves_str_int,,,,,,,"Level 65 , 44 Str , 44 Int",65,,
Ancient Cuffs,Ancient_Cuffs,Gloves_str_int,,,,,,,"Level 70 , 48 Str , 48 Int",70,,
Gleaming Cuffs,Gleaming_Cuffs,Gloves_str_int,,,,,,,"Level 75 , 52 Str , 52 Int",75,,
Adherent Cuffs,Adherent_Cuffs,Gloves_str_int,,,,,,,"Level 80 , 55 Str , 55 Int",80,,
Runeforged Rope Cuffs,Runeforged_Rope_Cuffs,Gloves_str_int,,,,,,,"Level 5 , 6 Str , 6 Int",5,,
Runeforged Aged Cuffs,Runeforged_Aged_Cuffs,Gloves_str_int,,,,,,,"Level 16 , 13 Str , 13 Int",16,,
Runeforged Goldcast Cuffs,Runeforged_Goldcast_Cuffs,Gloves_str_int,,,,,,,"Level 33 , 24 Str , 24 Int",33,,
Runeforged Kalguuran Cuffs,Runeforged_Kalguuran_Cuffs,Gloves_str_int,,,,,,,"Level 45 , 32 Str , 32 Int",45,,
Runeforged Ornate Cuffs,Runeforged_Ornate_Cuffs,Gloves_str_int,,,,,,,"Level 59 , 41 Str , 41 Int",59,,
Runeforged Bound Cuffs,Runeforged_Bound_Cuffs,Gloves_str_int,,,,,,,"Level 65 , 44 Str , 44 Int",65,,
Runeforged Ancient Cuffs,Runeforged_Ancient_Cuffs,Gloves_str_int,,,,,,,"Level 70 , 48 Str , 48 Int",70,,
Runeforged Gleaming Cuffs,Runeforged_Gleaming_Cuffs,Gloves_str_int,,,,,,,"Level 75 , 52 Str , 52 Int",75,,
Runeforged Adherent Cuffs,Runeforged_Adherent_Cuffs,Gloves_str_int,,,,,,,"Level 80 , 55 Str , 55 Int",80,,
Runemastered Rope Cuffs,Runemastered_Rope_Cuffs,Gloves_str_int,,,,,,,"Level 38 , 27 Str , 27 Int",38,,
Runemastered Aged Cuffs,Runemastered_Aged_Cuffs,Gloves_str_int,,,,,,,"Level 38 , 27 Str , 27 Int",38,,
Runemastered Goldcast Cuffs,Runemastered_Goldcast_Cuffs,Gloves_str_int,,,,,,,"Level 55 , 38 Str , 38 Int",55,,
Runemastered Verisium Cuffs,Runemastered_Verisium_Cuffs,Gloves_str_int,,,,,,,"Level 55 , 38 Str , 38 Int",55,,
Gauze Wraps,Gauze_Wraps,Gloves_dex_int,,,,,,,"Level 4 , 6 Dex , 6 Int",4,6,
Linen Wraps,Linen_Wraps,Gloves_dex_int,,,,,,,"Level 16 , 13 Dex , 13 Int",16,13,
Spiral Wraps,Spiral_Wraps,Gloves_dex_int,,,,,,,"Level 33 , 24 Dex , 24 Int",33,24,
Buckled Wraps,Buckled_Wraps,Gloves_dex_int,,,,,,,"Level 45 , 32 Dex , 32 Int",45,32,
Furtive Wraps,Furtive_Wraps,Gloves_dex_int,,,,,,,"Level 52 , 36 Dex , 36 Int",52,36,
Utility Wraps,Utility_Wraps,Gloves_dex_int,,,,,,,"Level 65 , 44 Dex , 44 Int",65,44,
Bandage Wraps,Bandage_Wraps,Gloves_dex_int,,,,,,,"Level 45 , 32 Dex , 32 Int",45,32,
Cambric Wraps,Cambric_Wraps,Gloves_dex_int,,,,,,,"Level 51 , 35 Dex , 35 Int",51,35,
Adorned Wraps,Adorned_Wraps,Gloves_dex_int,,,,,,,"Level 59 , 41 Dex , 41 Int",59,41,
War Wraps,War_Wraps,Gloves_dex_int,,,,,,,"Level 65 , 44 Dex , 44 Int",65,44,
Elegant Wraps,Elegant_Wraps,Gloves_dex_int,,,,,,,"Level 70 , 48 Dex , 48 Int",70,48,
Vaal Wraps,Vaal_Wraps,Gloves_dex_int,,,,,,,"Level 75 , 52 Dex , 52 Int",75,52,
Secured Wraps,Secured_Wraps,Gloves_dex_int,,,,,,,"Level 80 , 55 Dex , 55 Int",80,55,
Runeforged Gauze Wraps,Runeforged_Gauze_Wraps,Gloves_dex_int,,,,,,,"Level 4 , 6 Dex , 6 Int",4,6,
Runeforged Linen Wraps,Runeforged_Linen_Wraps,Gloves_dex_int,,,,,,,"Level 16 , 13 Dex , 13 Int",16,13,
Runeforged Spiral Wraps,Runeforged_Spiral_Wraps,Gloves_dex_int,,,,,,,"Level 33 , 24 Dex , 24 Int",33,24,
Runeforged Buckled Wraps,Runeforged_Buckled_Wraps,Gloves_dex_int,,,,,,,"Level 45 , 32 Dex , 32 Int",45,32,
Runeforged Adorned Wraps,Runeforged_Adorned_Wraps,Gloves_dex_int,,,,,,,"Level 59 , 41 Dex , 41 Int",59,41,
Runeforged War Wraps,Runeforged_War_Wraps,Gloves_dex_int,,,,,,,"Level 65 , 44 Dex , 44 Int",65,44,
Runeforged Elegant Wraps,Runeforged_Elegant_Wraps,Gloves_dex_int,,,,,,,"Level 70 , 48 Dex , 48 Int",70,48,
Runeforged Vaal Wraps,Runeforged_Vaal_Wraps,Gloves_dex_int,,,,,,,"Level 75 , 52 Dex , 52 Int",75,52,
Runeforged Secured Wraps,Runeforged_Secured_Wraps,Gloves_dex_int,,,,,,,"Level 80 , 55 Dex , 55 Int",80,55,
Runemastered Linen Wraps,Runemastered_Linen_Wraps,Gloves_dex_int,,,,,,,"Level 38 , 27 Dex , 27 Int",38,27,
Runemastered Spiral Wraps,Runemastered_Spiral_Wraps,Gloves_dex_int,,,,,,,"Level 55 , 38 Dex , 38 Int",55,38,
Runemastered Furtive Wraps,Runemastered_Furtive_Wraps,Gloves_dex_int,,,,,,,"Level 55 , 38 Dex , 38 Int",55,38,
Runemastered Utility Wraps,Runemastered_Utility_Wraps,Gloves_dex_int,,,,,,,"Level 65 , 44 Dex , 44 Int",65,44,
Rough Greaves,Rough_Greaves,Boots_str,,,,,,,,,,
Iron Greaves,Iron_Greaves,Boots_str,,,,,,,"Level 11 , 17 Str",11,,
Bronze Greaves,Bronze_Greaves,Boots_str,,,,,,,"Level 16 , 23 Str",16,,
Trimmed Greaves,Trimmed_Greaves,Boots_str,,,,,,,"Level 27 , 38 Str",27,,
Stone Greaves,Stone_Greaves,Boots_str,,,,,,,"Level 33 , 45 Str",33,,
Reefsteel Greaves,Reefsteel_Greaves,Boots_str,,,,,,,"Level 45 , 60 Str",45,,
Monument Greaves,Monument_Greaves,Boots_str,,,,,,,"Level 52 , 69 Str",52,,
Totemic Greaves,Totemic_Greaves,Boots_str,,,,,,,"Level 65 , 86 Str",65,,
Plated Greaves,Plated_Greaves,Boots_str,,,,,,,"Level 45 , 60 Str",45,,
Lionheart Greaves,Lionheart_Greaves,Boots_str,,,,,,,"Level 51 , 68 Str",51,,
Elegant Greaves,Elegant_Greaves,Boots_str,,,,,,,"Level 54 , 72 Str",54,,
Carved Greaves,Carved_Greaves,Boots_str,,,,,,,"Level 59 , 78 Str",59,,
Bulwark Greaves,Bulwark_Greaves,Boots_str,,,,,,,"Level 65 , 86 Str",65,,
Ornate Greaves,Ornate_Greaves,Boots_str,,,,,,,"Level 70 , 93 Str",70,,
Vaal Greaves,Vaal_Greaves,Boots_str,,,,,,,"Level 75 , 101 Str",75,,
Tasalian Greaves,Tasalian_Greaves,Boots_str,,,,,,,"Level 80 , 108 Str",80,,
Runeforged Rough Greaves,Runeforged_Rough_Greaves,Boots_str,,,,,,,,,,
Runeforged Iron Greaves,Runeforged_Iron_Greaves,Boots_str,,,,,,,"Level 11 , 17 Str",11,,
Runeforged Bronze Greaves,Runeforged_Bronze_Greaves,Boots_str,,,,,,,"Level 16 , 23 Str",16,,
Runeforged Trimmed Greaves,Runeforged_Trimmed_Greaves,Boots_str,,,,,,,"Level 27 , 38 Str",27,,
Runeforged Stone Greaves,Runeforged_Stone_Greaves,Boots_str,,,,,,,"Level 33 , 45 Str",33,,
Runeforged Reefsteel Greaves,Runeforged_Reefsteel_Greaves,Boots_str,,,,,,,"Level 45 , 60 Str",45,,
Runeforged Elegant Greaves,Runeforged_Elegant_Greaves,Boots_str,,,,,,,"Level 54 , 72 Str",54,,
Runeforged Carved Greaves,Runeforged_Carved_Greaves,Boots_str,,,,,,,"Level 59 , 78 Str",59,,
Runeforged Bulwark Greaves,Runeforged_Bulwark_Greaves,Boots_str,,,,,,,"Level 65 , 86 Str",65,,
Runeforged Ornate Greaves,Runeforged_Ornate_Greaves,Boots_str,,,,,,,"Level 70 , 93 Str",70,,
Runeforged Vaal Greaves,Runeforged_Vaal_Greaves,Boots_str,,,,,,,"Level 75 , 101 Str",75,,
Runeforged Tasalian Greaves,Runeforged_Tasalian_Greaves,Boots_str,,,,,,,"Level 80 , 108 Str",80,,
Runemastered Rough Greaves,Runemastered_Rough_Greaves,Boots_str,,,,,,,"Level 38 , 51 Str",38,,10 % increased Movement Speed
Runemastered Iron Greaves,Runemastered_Iron_Greaves,Boots_str,,,,,,,"Level 38 , 51 Str",38,,5 % increased Movement Speed
Runemastered Bronze Greaves,Runemastered_Bronze_Greaves,Boots_str,,,,,,,"Level 38 , 51 Str",38,,5 % increased Movement Speed
Runemastered Trimmed Greaves,Runemastered_Trimmed_Greaves,Boots_str,,,,,,,"Level 40 , 54 Str",40,,5 % increased Movement Speed
Runemastered Stone Greaves,Runemastered_Stone_Greaves,Boots_str,,,,,,,"Level 55 , 73 Str",55,,
Rawhide Boots,Rawhide_Boots,Boots_dex,,,,,,,,,,
Laced Boots,Laced_Boots,Boots_dex,,,,,,,"Level 11 , 17 Dex",11,17,
Embossed Boots,Embossed_Boots,Boots_dex,,,,,,,"Level 16 , 23 Dex",16,23,
Steeltoe Boots,Steeltoe_Boots,Boots_dex,,,,,,,"Level 28 , 39 Dex",28,39,
Lizardscale Boots,Lizardscale_Boots,Boots_dex,,,,,,,"Level 33 , 45 Dex",33,45,
Flared Boots,Flared_Boots,Boots_dex,,,,,,,"Level 45 , 60 Dex",45,60,
Leatherplate Boots,Leatherplate_Boots,Boots_dex,,,,,,,"Level 52 , 69 Dex",52,69,
Embroidered Boots,Embroidered_Boots,Boots_dex,,,,,,,"Level 65 , 86 Dex",65,86,
Bound Boots,Bound_Boots,Boots_dex,,,,,,,"Level 45 , 60 Dex",45,60,
Sleek Boots,Sleek_Boots,Boots_dex,,,,,,,"Level 51 , 68 Dex",51,68,
Studded Boots,Studded_Boots,Boots_dex,,,,,,,"Level 54 , 72 Dex",54,72,
Serpentscale Boots,Serpentscale_Boots,Boots_dex,,,,,,,"Level 59 , 78 Dex",59,78,
Cinched Boots,Cinched_Boots,Boots_dex,,,,,,,"Level 65 , 86 Dex",65,86,
Cavalry Boots,Cavalry_Boots,Boots_dex,,,,,,,"Level 70 , 93 Dex",70,93,
Dragonscale Boots,Dragonscale_Boots,Boots_dex,,,,,,,"Level 75 , 101 Dex",75,101,
Drakeskin Boots,Drakeskin_Boots,Boots_dex,,,,,,,"Level 80 , 108 Dex",80,108,
Runeforged Rawhide Boots,Runeforged_Rawhide_Boots,Boots_dex,,,,,,,,,,
Runeforged Laced Boots,Runeforged_Laced_Boots,Boots_dex,,,,,,,"Level 11 , 17 Dex",11,17,
Runeforged Embossed Boots,Runeforged_Embossed_Boots,Boots_dex,,,,,,,"Level 16 , 23 Dex",16,23,
Runeforged Steeltoe Boots,Runeforged_Steeltoe_Boots,Boots_dex,,,,,,,"Level 28 , 39 Dex",28,39,
Runeforged Lizardscale Boots,Runeforged_Lizardscale_Boots,Boots_dex,,,,,,,"Level 33 , 45 Dex",33,45,
Runeforged Flared Boots,Runeforged_Flared_Boots,Boots_dex,,,,,,,"Level 45 , 60 Dex",45,60,
Runeforged Studded Boots,Runeforged_Studded_Boots,Boots_dex,,,,,,,"Level 54 , 72 Dex",54,72,
Runeforged Serpentscale Boots,Runeforged_Serpentscale_Boots,Boots_dex,,,,,,,"Level 59 , 78 Dex",59,78,
Runeforged Cinched Boots,Runeforged_Cinched_Boots,Boots_dex,,,,,,,"Level 65 , 86 Dex",65,86,
Runeforged Cavalry Boots,Runeforged_Cavalry_Boots,Boots_dex,,,,,,,"Level 70 , 93 Dex",70,93,
Runeforged Dragonscale Boots,Runeforged_Dragonscale_Boots,Boots_dex,,,,,,,"Level 75 , 101 Dex",75,101,
Runeforged Drakeskin Boots,Runeforged_Drakeskin_Boots,Boots_dex,,,,,,,"Level 80 , 108 Dex",80,108,
Runemastered Laced Boots,Runemastered_Laced_Boots,Boots_dex,,,,,,,"Level 38 , 51 Dex",38,51,5 % increased Movement Speed
Runemastered Embossed Boots,Runemastered_Embossed_Boots,Boots_dex,,,,,,,"Level 38 , 51 Dex",38,51,5 % increased Movement Speed
Runemastered Steeltoe Boots,Runemastered_Steeltoe_Boots,Boots_dex,,,,,,,"Level 40 , 54 Dex",40,54,
Runemastered Lizardscale Boots,Runemastered_Lizardscale_Boots,Boots_dex,,,,,,,"Level 40 , 54 Dex",40,54,
Runemastered Cinched Boots,Runemastered_Cinched_Boots,Boots_dex,,,,,,,"Level 65 , 86 Dex",65,86,
Straw Sandals,Straw_Sandals,Boots_int,,,,,,,,,,
Wrapped Sandals,Wrapped_Sandals,Boots_int,,,,,,,"Level 11 , 17 Int",11,,
Lattice Sandals,Lattice_Sandals,Boots_int,,,,,,,"Level 16 , 23 Int",16,,
Silk Slippers,Silk_Slippers,Boots_int,,,,,,,"Level 27 , 38 Int",27,,
Feathered Sandals,Feathered_Sandals,Boots_int,,,,,,,"Level 33 , 45 Int",33,,
Flax Sandals,Flax_Sandals,Boots_int,,,,,,,"Level 45 , 60 Int",45,,
Studded Sandals,Studded_Sandals,Boots_int,,,,,,,"Level 52 , 69 Int",52,,
Elaborate Sandals,Elaborate_Sandals,Boots_int,,,,,,,"Level 65 , 86 Int",65,,
Laced Sandals,Laced_Sandals,Boots_int,,,,,,,"Level 45 , 60 Int",45,,
Bangled Sandals,Bangled_Sandals,Boots_int,,,,,,,"Level 51 , 68 Int",51,,
Elegant Slippers,Elegant_Slippers,Boots_int,,,,,,,"Level 54 , 72 Int",54,,
Dunerunner Sandals,Dunerunner_Sandals,Boots_int,,,,,,,"Level 59 , 78 Int",59,,
Bound Sandals,Bound_Sandals,Boots_int,,,,,,,"Level 65 , 86 Int",65,,
Luxurious Slippers,Luxurious_Slippers,Boots_int,,,,,,,"Level 70 , 93 Int",70,,
Sandsworn Sandals,Sandsworn_Sandals,Boots_int,,,,,,,"Level 75 , 101 Int",75,,
Sekhema Sandals,Sekhema_Sandals,Boots_int,,,,,,,"Level 80 , 108 Int",80,,
Runeforged Straw Sandals,Runeforged_Straw_Sandals,Boots_int,,,,,,,,,,
Runeforged Wrapped Sandals,Runeforged_Wrapped_Sandals,Boots_int,,,,,,,"Level 11 , 17 Int",11,,
Runeforged Lattice Sandals,Runeforged_Lattice_Sandals,Boots_int,,,,,,,"Level 16 , 23 Int",16,,
Runeforged Silk Slippers,Runeforged_Silk_Slippers,Boots_int,,,,,,,"Level 27 , 38 Int",27,,
Runeforged Feathered Sandals,Runeforged_Feathered_Sandals,Boots_int,,,,,,,"Level 33 , 45 Int",33,,
Runeforged Flax Sandals,Runeforged_Flax_Sandals,Boots_int,,,,,,,"Level 45 , 60 Int",45,,
Runeforged Elegant Slippers,Runeforged_Elegant_Slippers,Boots_int,,,,,,,"Level 54 , 72 Int",54,,
Runeforged Dunerunner Sandals,Runeforged_Dunerunner_Sandals,Boots_int,,,,,,,"Level 59 , 78 Int",59,,
Runeforged Bound Sandals,Runeforged_Bound_Sandals,Boots_int,,,,,,,"Level 65 , 86 Int",65,,
Runeforged Luxurious Slippers,Runeforged_Luxurious_Slippers,Boots_int,,,,,,,"Level 70 , 93 Int",70,,
Runeforged Sandsworn Sandals,Runeforged_Sandsworn_Sandals,Boots_int,,,,,,,"Level 75 , 101 Int",75,,
Runeforged Sekhema Sandals,Runeforged_Sekhema_Sandals,Boots_int,,,,,,,"Level 80 , 108 Int",80,,
Runemastered Straw Sandals,Runemastered_Straw_Sandals,Boots_int,,,,,,,"Level 38 , 51 Int",38,,5 % increased Movement Speed
Runemastered Wrapped Sandals,Runemastered_Wrapped_Sandals,Boots_int,,,,,,,"Level 38 , 51 Int",38,,5 % increased Movement Speed
Runemastered Lattice Sandals,Runemastered_Lattice_Sandals,Boots_int,,,,,,,"Level 38 , 51 Int",38,,5 % increased Movement Speed
Runemastered Silk Slippers,Runemastered_Silk_Slippers,Boots_int,,,,,,,"Level 38 , 51 Int",38,,
Runemastered Feathered Sandals,Runemastered_Feathered_Sandals,Boots_int,,,,,,,"Level 40 , 54 Int",40,,
Mail Sabatons,Mail_Sabatons,Boots_str_dex,,,,,,,"Level 6 , 7 Str , 7 Dex",6,7,
Braced Sabatons,Braced_Sabatons,Boots_str_dex,,,,,,,"Level 16 , 14 Str , 14 Dex",16,14,
Stacked Sabatons,Stacked_Sabatons,Boots_str_dex,,,,,,,"Level 33 , 26 Str , 26 Dex",33,26,
Covered Sabatons,Covered_Sabatons,Boots_str_dex,,,,,,,"Level 45 , 34 Str , 34 Dex",45,34,
Flexile Sabatons,Flexile_Sabatons,Boots_str_dex,,,,,,,"Level 52 , 38 Str , 38 Dex",52,38,
Bold Sabatons,Bold_Sabatons,Boots_str_dex,,,,,,,"Level 65 , 47 Str , 47 Dex",65,47,
Soldiering Sabatons,Soldiering_Sabatons,Boots_str_dex,,,,,,,"Level 45 , 34 Str , 34 Dex",45,34,
Goldwork Sabatons,Goldwork_Sabatons,Boots_str_dex,,,,,,,"Level 51 , 38 Str , 38 Dex",51,38,
Bastion Sabatons,Bastion_Sabatons,Boots_str_dex,,,,,,,"Level 59 , 44 Str , 44 Dex",59,44,
Veteran Sabatons,Veteran_Sabatons,Boots_str_dex,,,,,,,"Level 65 , 47 Str , 47 Dex",65,47,
Noble Sabatons,Noble_Sabatons,Boots_str_dex,,,,,,,"Level 70 , 51 Str , 51 Dex",70,51,
Fortress Sabatons,Fortress_Sabatons,Boots_str_dex,,,,,,,"Level 75 , 56 Str , 56 Dex",75,56,
Blacksteel Sabatons,Blacksteel_Sabatons,Boots_str_dex,,,,,,,"Level 80 , 59 Str , 59 Dex",80,59,
Runeforged Mail Sabatons,Runeforged_Mail_Sabatons,Boots_str_dex,,,,,,,"Level 6 , 7 Str , 7 Dex",6,7,
Runeforged Braced Sabatons,Runeforged_Braced_Sabatons,Boots_str_dex,,,,,,,"Level 16 , 14 Str , 14 Dex",16,14,
Runeforged Stacked Sabatons,Runeforged_Stacked_Sabatons,Boots_str_dex,,,,,,,"Level 33 , 26 Str , 26 Dex",33,26,
Runeforged Covered Sabatons,Runeforged_Covered_Sabatons,Boots_str_dex,,,,,,,"Level 45 , 34 Str , 34 Dex",45,34,
Runeforged Bastion Sabatons,Runeforged_Bastion_Sabatons,Boots_str_dex,,,,,,,"Level 59 , 44 Str , 44 Dex",59,44,
Runeforged Veteran Sabatons,Runeforged_Veteran_Sabatons,Boots_str_dex,,,,,,,"Level 65 , 47 Str , 47 Dex",65,47,
Runeforged Noble Sabatons,Runeforged_Noble_Sabatons,Boots_str_dex,,,,,,,"Level 70 , 51 Str , 51 Dex",70,51,
Runeforged Fortress Sabatons,Runeforged_Fortress_Sabatons,Boots_str_dex,,,,,,,"Level 75 , 56 Str , 56 Dex",75,56,
Runeforged Blacksteel Sabatons,Runeforged_Blacksteel_Sabatons,Boots_str_dex,,,,,,,"Level 80 , 59 Str , 59 Dex",80,59,
Runemastered Mail Sabatons,Runemastered_Mail_Sabatons,Boots_str_dex,,,,,,,"Level 38 , 29 Str , 29 Dex",38,29,5 % increased Movement Speed
Runemastered Braced Sabatons,Runemastered_Braced_Sabatons,Boots_str_dex,,,,,,,"Level 38 , 29 Str , 29 Dex",38,29,5 % increased Movement Speed
Runemastered Stacked Sabatons,Runemastered_Stacked_Sabatons,Boots_str_dex,,,,,,,"Level 40 , 30 Str , 30 Dex",40,30,10 % increased Movement Speed
Runemastered Covered Sabatons,Runemastered_Covered_Sabatons,Boots_str_dex,,,,,,,"Level 55 , 41 Str , 41 Dex",55,41,
Padded Leggings,Padded_Leggings,Boots_str_int,,,,,,,"Level 5 , 7 Str , 7 Int",5,,
Secured Leggings,Secured_Leggings,Boots_str_int,,,,,,,"Level 16 , 14 Str , 14 Int",16,,
Pelt Leggings,Pelt_Leggings,Boots_str_int,,,,,,,"Level 33 , 26 Str , 26 Int",33,,
Weaver Leggings,Weaver_Leggings,Boots_str_int,,,,,,,"Level 45 , 34 Str , 34 Int",45,,
Gilt Leggings,Gilt_Leggings,Boots_str_int,,,,,,,"Level 52 , 38 Str , 38 Int",52,,
Pious Leggings,Pious_Leggings,Boots_str_int,,,,,,,"Level 65 , 47 Str , 47 Int",65,,
Ancient Leggings,Ancient_Leggings,Boots_str_int,,,,,,,"Level 65 , 56 Str , 56 Int",65,,
Adherent Leggings,Adherent_Leggings,Boots_str_int,,,,,,,"Level 45 , 34 Str , 34 Int",45,,
Bound Leggings,Bound_Leggings,Boots_str_int,,,,,,,"Level 51 , 38 Str , 38 Int",51,,
Shamanistic Leggings,Shamanistic_Leggings,Boots_str_int,,,,,,,"Level 59 , 44 Str , 44 Int",59,,
Faithful Leggings,Faithful_Leggings,Boots_str_int,,,,,,,"Level 65 , 47 Str , 47 Int",65,,
Apostle Leggings,Apostle_Leggings,Boots_str_int,,,,,,,"Level 70 , 51 Str , 51 Int",70,,
Warlock Leggings,Warlock_Leggings,Boots_str_int,,,,,,,"Level 75 , 56 Str , 56 Int",75,,
Cryptic Leggings,Cryptic_Leggings,Boots_str_int,,,,,,,"Level 80 , 59 Str , 59 Int",80,,
Runeforged Padded Leggings,Runeforged_Padded_Leggings,Boots_str_int,,,,,,,"Level 5 , 7 Str , 7 Int",5,,
Runeforged Secured Leggings,Runeforged_Secured_Leggings,Boots_str_int,,,,,,,"Level 16 , 14 Str , 14 Int",16,,
Runeforged Pelt Leggings,Runeforged_Pelt_Leggings,Boots_str_int,,,,,,,"Level 33 , 26 Str , 26 Int",33,,
Runeforged Weaver Leggings,Runeforged_Weaver_Leggings,Boots_str_int,,,,,,,"Level 45 , 34 Str , 34 Int",45,,
