edge_index,from_node,to_node,from_name,to_name
1923,59180,50023,Attack Damage,Invigorating Grandeur
1924,54923,27638,Glory Generation,Glory Generation
1925,27638,38010,Glory Generation,Glory Generation and Attack Damage
1926,50023,4921,Invigorating Grandeur,Presence Area
1927,50023,259,Invigorating Grandeur,Attack Mastery
1928,13524,54923,Everlasting Glory,Glory Generation
1929,13524,259,Everlasting Glory,Attack Mastery
1930,4921,13524,Presence Area,Everlasting Glory
1931,37956,35581,Reduced Duration,Near at Hand
1932,5284,32278,Shredding Force,Minion Offence Mastery
1933,30996,53762,Gem Studded,Reduced Attribute Requirements
1934,30996,18146,Gem Studded,Reduced Attribute Requirements
1935,35581,26895,Near at Hand,Duration Mastery
1936,41338,31673,Shapeshifting Armour applies to Elemental Damage Hits,Energy Shield Delay while Shapeshifted
1937,31673,48649,Energy Shield Delay while Shapeshifted,Insulating Hide
1938,48649,51485,Insulating Hide,Shapeshifting Mastery
1939,8867,7246,Constant Gale,Mana Regeneration
1940,12882,25618,Tempest Caller,Spell Critical Chance
1941,2857,7998,Strike Twice,Shock Chance
1942,61985,29398,Heavy Snows,Chill Duration
1943,64789,8867,Mana Regeneration,Constant Gale
1944,44484,42522,Remnant Range,Refracted Infusion
1945,7246,39204,Mana Regeneration,Force of Will
1946,65413,12882,Spell Critical Chance,Tempest Caller
1947,25618,38578,Spell Critical Chance,Multiplying Squalls
1948,49759,2857,Shock Chance,Strike Twice
1949,7998,39640,Shock Chance,Shaper of Storms
1950,13673,61985,Chill Duration,Heavy Snows
1951,29398,18849,Chill Duration,Shaper of Winter
1952,12488,49189,Remnant Range,Storm's Recollection
1953,40721,64789,Stormweaver,Mana Regeneration
1954,40721,65413,Stormweaver,Spell Critical Chance
1955,40721,49759,Stormweaver,Shock Chance
1956,40721,13673,Stormweaver,Chill Duration
1957,40721,12488,Stormweaver,Remnant Range
1958,40721,44484,Stormweaver,Remnant Range
1959,57178,21245,Spell Critical Chance and Critical Ailment Effect,Spell Critical Chance
1960,57178,5284,Spell Critical Chance and Critical Ailment Effect,Shredding Force
1961,1442,53108,Attributes,Adaptive Capability
1962,53762,36728,Reduced Attribute Requirements,Thaumaturgical Infusion
1963,45962,7183,Life Flask Recovery,Life Flask Recovery
1964,45962,15617,Life Flask Recovery,Heavy Drinker
1965,48589,7922,Life Flask Recovery,Flask Duration
1966,7922,45962,Flask Duration,Life Flask Recovery
1967,7183,48589,Life Flask Recovery,Life Flask Recovery
1968,56284,1928,Minion Attack and Cast Speed,Minion Attack and Cast Speed
1969,13500,41044,Mana Recoup,Mana Recoup
1970,13500,44733,Mana Recoup,Attribute
1971,47591,9226,Mana Recoup,Mental Perseverance
1972,41044,47591,Mana Recoup,Mana Recoup
1973,46565,15855,Stance Breaker,Sword Damage
1974,4882,38172,Totem Damage,Totem Placement Speed
1975,4882,51921,Totem Damage,Attribute
1976,60568,52348,Totem Placement Speed,Carved Earth
1977,38172,60568,Totem Placement Speed,Totem Placement Speed
1978,51206,49642,Totem Damage,Totem Damage
1979,49642,4882,Totem Damage,Totem Damage
1980,52348,51206,Carved Earth,Totem Damage
1981,52348,34487,Carved Earth,Totem Mastery
1982,53443,5710,Area Damage,Brutal
1983,53443,59767,Area Damage,Reverberating Impact
1984,20645,64284,Area Damage,Melee Damage
1985,59767,31292,Reverberating Impact,Mace Mastery
1986,59767,20645,Reverberating Impact,Area Damage
1987,64284,27373,Melee Damage,Attribute
1988,64284,19011,Melee Damage,Melee Damage
1989,58528,5710,Melee Damage,Brutal
1990,45363,31292,Smash,Mace Mastery
1991,45363,58528,Smash,Melee Damage
1992,19011,45363,Melee Damage,Smash
1993,27373,53405,Attribute,Attribute
1994,27373,51369,Attribute,Damage against Burning Enemies
1995,22928,27373,Attribute,Attribute
1996,27290,38564,Heavy Blade,Sword Damage
1997,6077,35645,Command Skill Cooldown,Command Skill Cooldown
1998,8248,48079,Bleed Duration,Bleed Duration
1999,48079,60014,Bleed Duration,Scent of Blood
2000,60014,38474,Scent of Blood,Bleed Mastery
2001,8737,41511,Minion Damage,Command Skill Damage
2002,8737,25927,Minion Damage,Command Skill Damage
2003,8737,6077,Minion Damage,Command Skill Cooldown
2004,8737,56284,Minion Damage,Minion Attack and Cast Speed
2005,53108,36822,Adaptive Capability,Attributes
2006,35265,31903,Attribute,Attribute
2007,35265,48589,Attribute,Life Flask Recovery
2008,35265,18374,Attribute,Thorns and Leech
2009,35265,6274,Attribute,Accuracy
2010,25927,32847,Command Skill Damage,Command Skill Damage
2011,25570,44560,Damage,Cold Damage
2012,25570,21549,Damage,Physical Damage
2013,25570,37694,Damage,Fire Damage
2014,25570,64083,Damage,Lightning Damage
2015,25570,27572,Damage,Chaos Damage
2016,21549,12940,Physical Damage,Cower Before the First Ones
2017,37694,12940,Fire Damage,Cower Before the First Ones
2018,44560,12940,Cold Damage,Cower Before the First Ones
2019,64083,12940,Lightning Damage,Cower Before the First Ones
2020,27572,12940,Chaos Damage,Cower Before the First Ones
2021,12940,20637,Cower Before the First Ones,Damage Mastery
2022,62122,4295,Damage from Mana,Adverse Growth
2023,6748,48618,Damage from Mana,Mana Regeneration
2024,6748,62122,Damage from Mana,Damage from Mana
2025,34248,37327,Mana Regeneration,Mana Regeneration
2026,48618,37327,Mana Regeneration,Mana Regeneration
2027,4295,34248,Adverse Growth,Mana Regeneration
2028,34840,1433,Attribute,Attribute
2029,34840,27674,Attribute,Energy Shield Delay
2030,34840,48618,Attribute,Mana Regeneration
2031,60404,20691,Perfect Opportunity,Stun Buildup
2032,60404,25011,Perfect Opportunity,Life Mastery
2033,20691,41739,Stun Buildup,Stun Buildup
2034,41739,35265,Stun Buildup,Attribute
2035,33601,35708,Freeze Buildup,Chill Magnitude
2036,33601,2863,Freeze Buildup,Perpetual Freeze
2037,5692,41154,Chill Magnitude,Freeze Buildup
2038,5692,35708,Chill Magnitude,Chill Magnitude
2039,35708,2863,Chill Magnitude,Perpetual Freeze
2040,41154,33601,Freeze Buildup,Freeze Buildup
2041,23364,33781,Area and Presence,Area and Presence
2042,23364,48614,Area and Presence,Area and Presence
2043,33781,65493,Area and Presence,Area and Presence
2044,65493,43854,Area and Presence,All For One
2045,43854,52038,All For One,Aura Mastery
2046,48614,9018,Area and Presence,Area and Presence
2047,9018,35918,Area and Presence,One For All
2048,35918,52038,One For All,Aura Mastery
2049,36822,58591,Attributes,Enhanced Effectiveness
2050,19802,64399,Attack Critical Damage,Attack Critical Damage
2051,64399,2511,Attack Critical Damage,Sundering
2052,2071,38420,Mana Regeneration,Mana Regeneration
2053,37543,16647,Full Recovery,Mana Mastery
2054,38420,37543,Mana Regeneration,Full Recovery
2055,33397,39594,Fire Damage,Fire Penetration
2056,51248,38292,Fire Damage,Flammability Magnitude
2057,51248,6015,Fire Damage,Attribute
2058,53294,33397,Burn Away,Fire Damage
2059,38292,33397,Flammability Magnitude,Fire Damage
2060,39594,51248,Fire Penetration,Fire Damage
2061,39594,53294,Fire Penetration,Burn Away
2062,44733,10742,Attribute,Minion Attack and Cast Speed
2063,44733,29432,Attribute,Energy Shield
2064,44733,1433,Attribute,Attribute
2065,44733,49363,Attribute,Wildsurge Incantation
2066,61935,4624,Rage on Hit,Rage on Hit
2067,55746,61935,Rage on Hit,Rage on Hit
2068,4624,49550,Rage on Hit,Prolonged Fury
2069,43842,5695,Archon Effect,Archon Duration
2070,43842,28092,Archon Effect,Archon Delay
2071,5695,32309,Archon Duration,Archon Duration
2072,5695,50104,Archon Duration,Attribute
2073,32309,59070,Archon Duration,Enduring Archon
2074,59070,55011,Enduring Archon,Caster Mastery
2075,28092,17061,Archon Delay,Archon Delay
2076,17061,31773,Archon Delay,Resurging Archon
2077,31773,55011,Resurging Archon,Caster Mastery
2078,26697,59263,Sword Mastery,Ripping Blade
2079,26697,27290,Sword Mastery,Heavy Blade
2080,26697,46565,Sword Mastery,Stance Breaker
2081,41511,35560,Command Skill Damage,At your Command
2082,1433,31238,Attribute,Attribute
2083,1433,48530,Attribute,Life Spell Damage and Costs
2084,1433,95,Attribute,Minion Damage
2085,35284,31898,Herald Reservation,Herald Reservation
2086,35284,64471,Herald Reservation,Attribute
2087,3921,38398,Fate Finding,Apocalypse
2088,38398,2211,Apocalypse,Herald Damage
2089,31898,3921,Herald Reservation,Fate Finding
2090,7473,64471,Herald Damage,Attribute
2091,2211,7473,Herald Damage,Herald Damage
2092,8154,3921,Herald Mastery,Fate Finding
2093,8154,38398,Herald Mastery,Apocalypse
2094,12786,5777,Aura Mastery,Deadly Swarm
2095,12786,18465,Aura Mastery,Cruel Fate
2096,12786,64299,Aura Mastery,Bolstering Presence
2097,15374,48035,Hale Heart,Life Regeneration
2098,48035,11329,Life Regeneration,Life Regeneration
2099,54676,39759,Life Regeneration,Life Regeneration
2100,54676,37612,Life Regeneration,Attribute
2101,39759,48035,Life Regeneration,Life Regeneration
2102,11329,54676,Life Regeneration,Life Regeneration
2103,52746,9796,Fire Damage,Flammability Magnitude
2104,52746,64471,Fire Damage,Attribute
2105,9796,62310,Flammability Magnitude,Incendiary
2106,62310,36325,Incendiary,Fire Penetration
2107,62310,56934,Incendiary,Fire Mastery
2108,54148,52746,Smoke Inhalation,Fire Damage
2109,54148,56934,Smoke Inhalation,Fire Mastery
2110,36325,54148,Fire Penetration,Smoke Inhalation
2111,37612,13279,Attribute,Attribute
2112,37612,17532,Attribute,Stun Threshold
2113,37612,60191,Attribute,Bolt Speed
2114,8531,51534,Leaping Ambush,Critical Chance
2115,8531,62661,Leaping Ambush,Critical Mastery
2116,24483,32660,Direct Approach,Critical Chance
2117,24483,62661,Direct Approach,Critical Mastery
2118,8631,32660,Critical Chance,Critical Chance
2119,8631,59256,Critical Chance,Critical Chance
2120,8631,30979,Critical Chance,Attribute
2121,59256,8531,Critical Chance,Leaping Ambush
2122,51534,24483,Critical Chance,Direct Approach
2123,46760,51534,Critical Chance,Critical Chance
2124,46760,8631,Critical Chance,Critical Chance
2125,15855,37963,Sword Damage,Sword Damage
2126,59263,37963,Ripping Blade,Sword Damage
2127,61441,54138,Sword Speed,Sword Speed
2128,54138,38564,Sword Speed,Sword Damage
2129,54138,37963,Sword Speed,Sword Damage
2130,64223,56857,Energy Shield,Sacred Rituals
2131,9762,45824,Sword Damage,Sword Damage
2132,10783,9762,Sword Damage,Sword Damage
2133,10783,38564,Sword Damage,Sword Damage
2134,38564,20091,Sword Damage,Sword Damage
2135,20091,46565,Sword Damage,Stance Breaker
2136,51299,35265,Attribute,Attribute
2137,51299,19802,Attribute,Attack Critical Damage
2138,51299,44419,Attribute,Life Leech
2139,46060,29270,Voracious,Attack Damage
2140,46060,7488,Voracious,Leech Mastery
2141,29788,46060,Life Leech,Voracious
2142,44419,7251,Life Leech,Attack Damage
2143,44419,29788,Life Leech,Life Leech
2144,29270,7251,Attack Damage,Attack Damage
2145,64299,17655,Bolstering Presence,Aura Effect
2146,50558,32194,Aura Effect,Attribute
2147,50558,12462,Aura Effect,Aura Effect
2148,12462,64299,Aura Effect,Bolstering Presence
2149,18465,39540,Cruel Fate,Critical Chance
2150,39540,55933,Critical Chance,Attribute
2151,39540,50558,Critical Chance,Aura Effect
2152,36602,18465,Critical Damage,Cruel Fate
2153,6744,49357,Attribute,Attribute
2154,6744,483,Attribute,Gain Maximum Endurance Charges on Gaining Endurance Charge
2155,49357,32194,Attribute,Attribute
2156,49357,51618,Attribute,Life Costs and Regeneration
2157,32194,55933,Attribute,Attribute
2158,32194,36478,Attribute,Attack Damage
2159,58651,49357,Minion Damage,Attribute
2160,58651,50558,Minion Damage,Aura Effect
2161,5777,58651,Deadly Swarm,Minion Damage
2162,44951,5777,Minion Damage,Deadly Swarm
2163,37629,55933,Attribute,Attribute
2164,37629,41338,Attribute,Shapeshifting Armour applies to Elemental Damage Hits
2165,37629,8248,Attribute,Bleed Duration
2166,55933,60886,Attribute,Stun Recovery
2167,60191,54985,Bolt Speed,Bolt Speed
2168,54985,14602,Bolt Speed,Specialised Shots
2169,14602,42737,Specialised Shots,Crossbow Mastery
2170,47168,6006,Attribute,Energy Shield
2171,47168,54521,Attribute,Attribute
2172,47168,55412,Attribute,Slow Effect on You
2173,47168,25570,Attribute,Damage
2174,34671,24477,Stun Threshold and Strength,Stun Threshold and Strength
2175,34671,48418,Stun Threshold and Strength,Hefty Unit
2176,61934,48418,Stun Threshold,Hefty Unit
2177,24477,17532,Stun Threshold and Strength,Stun Threshold
2178,17532,61934,Stun Threshold,Stun Threshold
2179,48418,38235,Hefty Unit,Life Mastery
2180,57373,44733,Flammability Magnitude,Attribute
2181,39935,44344,Necromantic Talisman,Attribute
2182,38323,6015,Attribute,Attribute
2183,38323,22928,Attribute,Attribute
2184,48305,37629,Attribute,Attribute
2185,22045,13505,Life Regeneration,Resilient Soul
2186,63209,30704,Life Regeneration and Damage,Life Regeneration and Damage
2187,63209,22045,Life Regeneration and Damage,Life Regeneration
2188,63209,17655,Life Regeneration and Damage,Aura Effect
2189,63209,36602,Life Regeneration and Damage,Critical Damage
2190,30704,22045,Life Regeneration and Damage,Life Regeneration
2191,13505,4956,Resilient Soul,Recovery Mastery
2192,30979,46358,Attribute,Attribute
2193,30979,44733,Attribute,Attribute
2194,30979,12610,Attribute,Energy
2195,64327,39517,Defender's Resolve,Block
2196,64327,49391,Defender's Resolve,Block Mastery
2197,18629,64327,Block,Defender's Resolve
2198,36629,44659,Attribute,Attribute
2199,62732,64192,Titan's Determination,Stun Threshold
2200,62732,49391,Titan's Determination,Block Mastery
2201,53373,39517,Stun Threshold,Block
2202,53373,36629,Stun Threshold,Attribute
2203,64192,53373,Stun Threshold,Stun Threshold
2204,18742,7721,Stun Threshold,Relentless
2205,18742,62732,Stun Threshold,Titan's Determination
2206,43366,2606,Minion Physical Damage Reduction,Minion Life
2207,43366,4407,Minion Physical Damage Reduction,Minion Physical Damage Reduction
2208,33618,39990,Duration Mastery,Chronomancy
2209,12610,4873,Energy,Energy
2210,4873,12683,Energy,Power of the Storm
2211,12683,33618,Power of the Storm,Duration Mastery
2212,12683,61974,Power of the Storm,Invocation Mastery
2213,39990,13294,Chronomancy,Duration
2214,39990,61974,Chronomancy,Invocation Mastery
2215,20718,30979,Duration,Attribute
2216,13294,20718,Duration,Duration
2217,15194,25303,Minion Fire Resistance,Minion Fire Resistance
2218,34747,6274,Accuracy,Accuracy
2219,24753,34747,Determined Precision,Accuracy
2220,24753,56567,Determined Precision,Accuracy
2221,24753,151,Determined Precision,Accuracy
2222,56567,151,Accuracy,Accuracy
2223,151,34747,Accuracy,Accuracy
2224,6274,56567,Accuracy,Accuracy
2225,43895,48670,Life Regeneration on Low Life,Attribute
2226,13562,23650,Life Regeneration on Low Life,Life Regeneration on Low Life
2227,23650,43895,Life Regeneration on Low Life,Life Regeneration on Low Life
2228,56616,13562,Desperate Times,Life Regeneration on Low Life
2229,56616,41415,Desperate Times,Life Mastery
2230,30219,45177,Accuracy,Strike True
2231,39732,30219,Accuracy,Accuracy
2232,61657,17750,Armour applies to Elemental Damage and Deflection,Armour applies to Elemental Damage and Deflection
2233,61657,45808,Armour applies to Elemental Damage and Deflection,Armour applies to Elemental Damage and Deflection
2234,45808,35623,Armour applies to Elemental Damage and Deflection,Armour applies to Elemental Damage and Deflection
2235,17750,658,Armour applies to Elemental Damage and Deflection,Armour applies to Elemental Damage and Deflection
2236,3191,9863,Armour applies to Elemental Damage and Deflection,Knight of Izaro
2237,65324,1861,Armour applies to Elemental Damage and Deflection,Knight of Tarcus
2238,65324,9863,Armour applies to Elemental Damage and Deflection,Knight of Izaro
2239,24736,3191,Knight of Chitus,Armour applies to Elemental Damage and Deflection
2240,658,1861,Armour applies to Elemental Damage and Deflection,Knight of Tarcus
2241,35623,24736,Armour applies to Elemental Damage and Deflection,Knight of Chitus
2242,29148,34840,Attribute,Attribute
2243,38300,39716,Flammability Magnitude,Flammability Magnitude
2244,38300,57373,Flammability Magnitude,Flammability Magnitude
2245,17517,13233,Area of Effect,Radial Force
2246,17517,17655,Area of Effect,Aura Effect
2247,19873,13233,Area of Effect,Radial Force
2248,19873,17655,Area of Effect,Aura Effect
2249,44344,28092,Attribute,Archon Delay
2250,27726,7721,Armour,Relentless
2251,32416,27726,Sturdy Metal,Armour
2252,6529,32416,Armour,Sturdy Metal
2253,8406,48305,Attribute,Attribute
2254,8406,5692,Attribute,Chill Magnitude
2255,6015,35426,Attribute,Attribute
2256,35426,8406,Attribute,Attribute
2257,2606,47284,Minion Life,Minion Cold Resistance
2258,2606,20388,Minion Life,Regenerative Flesh
2259,2606,15194,Minion Life,Minion Fire Resistance
2260,2606,3414,Minion Life,Minion Lightning Resistance
2261,21606,2606,Minion Life,Minion Life
2262,21606,29148,Minion Life,Attribute
2263,64471,43843,Attribute,Projectile Speed and Physical Damage
2264,45824,61441,Sword Damage,Sword Speed
2265,45824,8493,Sword Damage,Attribute
2266,6898,17584,Relentless Vindicator,Attack Area
2267,6898,61067,Relentless Vindicator,Spell Critical Damage
2268,6898,48305,Relentless Vindicator,Attribute
2269,6898,30704,Relentless Vindicator,Life Regeneration and Damage
2270,6898,17517,Relentless Vindicator,Area of Effect
2271,6898,28718,Relentless Vindicator,Elemental Mastery
2272,3282,52860,Ballista Immobilisation Buildup,Ballista Damage
2273,52860,45494,Ballista Damage,Ballista Immobilisation Buildup
2274,52860,40975,Ballista Damage,Ballista Damage
2275,40975,24368,Ballista Damage,Ballista Damage
2276,24368,37302,Ballista Damage,Kept at Bay
2277,24368,40597,Ballista Damage,Ballista Attack Speed
2278,40597,53607,Ballista Attack Speed,Fortified Location
